"c1","c2","text"
"1009541828","2018-03-30","A brief history of the assault rifle Stop repeating the nonsense, dishonest, deliberate evasion of Define an Assault Rifle! The design is clear, purposeful, and specific. Ban them now."
"1026504504","2018-03-30","if you were a REAL feminist, you would listen to all these women who want the right to defend themselves against bigger, stronger assailants.  save lives;  kills."
"1033699609","2018-03-30","aww, it's ok  understanding something while being clearly passionate about it can be difficult. Pistols are semi automatic weapons, & they kill thousands more than rifles do. It's a good idea to pay attention when you're gracing us with your knowledge."
"104275768","2018-03-30","No. My faith is slowly fading in the Top Intelligence Agencies. I am sure all the criminals will be happy to turn their guns over (yeah right)."
"1042797110","2018-03-30","Gun control is people control"
"1048817844","2018-03-30","I don't hang out with many gun owners, but I do work for one... he is an Alex Jones listening (I think) conservative. He supports: - background checks - waiting periods - psych evals (his idea, not mine) I'm gobsmacked and encouraged!"
"107585606","2018-03-30","How the Nazis Used Gun Controlvia"
"1083596054","2018-03-30","Before  and his traitorous administration attempted to usurp the  I never owned a gun. I now own 5, loaded and positioned to protect what I worked for! I'm CC permitted and practice true  I HIT WHAT I AIM AT!"
"108444007","2018-03-30","Half of the American people fight for freedom from tyranny, the other half fight to be tyrants themselves."
"1093352520","2018-03-30","Just one armed citizen could have stopped this."
"110165014","2018-03-30","The Six Stages of Gun Grabbing"
"1115736266","2018-03-30","_Resists    _Resists       and the  is: politicians need to support the will of the people, not  or Corp. donors. The people say      Want  for children to not be murdered in school."
"112743625","2018-03-30","The solution to gun violence is on its way !"
"112902773","2018-03-30","How about this for a solution to school shootings - stop cramming teenagers together into a propaganda institution that conditions them to respond to bells and drugs the ones who don't like sitting for hours under fluorescent lights."
"113161893","2018-03-30","I am tired of hearing about  and . There are truly some measures that could be taken to curb gun violence, but nothing will happen while people scream Repeal the"
"1170137263","2018-03-30","The students from Parkland are not giving up. And we shouldn't either. It's time to do something about  - Call your Members of Congress and urge them to act."
"117123984","2018-03-30","If you're trying to strip away rights valued by millions of law-abiding Americans...     "", ""The problem is that Democrats & Republicans can't come together & agree on: Laura Ingraham shouldn't have mocked David Hogg. AND... David Hogg was wrong to call ALL Republicans \""sick f$ckers\"".      "")"
"117200890","2018-03-30","What does this have to do with ? EVERYTHING... As the saying goes... Guns don't kill people... People kill people... We must therefore not focus on the weapon that was used... But the root of the problem..."
"1173280681","2018-03-30","Thinking you could fend off the US military with just a handful of automatic guns is like thinking you could beat a racecar with a Segway.    "", ""If you think a military that spends $600,000,000,000 a year is staging fake tragedies just to take your guns away, you have a mental disease. If genocide was their mission, an automatic gun would be no defense.  "")"
"1175808242","2018-03-30","That ship sailed already. Look at issue after issue that has wide majority of public support being voted down by congress,    . That's how you know you're no longer democracy. The will of the people is ignored."
"119161140","2018-03-30","Hand your children over to the government?? I don't care what you happen to sow as a result of choices of compounding sheer stupidity"
"119677663","2018-03-30","So the actual villain was Cambridge Analytica NOT  but this will not be mentioned,when they parade  founder Zuckerberg B4 Congress for the NEWEST distraction for the masses.Congress needs to investigate the  lack of  &  instead"
"1219175563","2018-03-30",". JUST IN: Johnson & Johnson to halt ads on Laura Ingraham's show after attack on Parkland survivor"
"1260041622","2018-03-30","_kasky Well you lay insults at gun owners, your as bad as people that call soldiers baby killers"
"127809171","2018-03-30","Do what I say, not as I do.   "", ""Why is Randy Taylor trying to take away our guns?   "")"
"128767133","2018-03-30","It's fucking incredible, they have to fight tooth n nail 4 a living wage, yet they have money to arm and train teachers to carry concealed weapons. I call BS! They should all be paid combat pay because of commonplace shootings."
"12896172","2018-03-30","Anti gun activist  rejects Laura  apology after calling for advertiser boycott"
"1312012135","2018-03-30","I have seen people critizing others for bringing up the bullying issue in the  shootings. They say it is victim blaming the spouse of an abusive husband. No, it is more like blaming the abusive husband when the wife shoots him."
"13133312","2018-03-30","Alcoholics fill the same void a different way. "", ""This is why we . Because adolescent GI Joe assholes spend every waking minute cultivating--with their friends--the idea that Lethal Force is not just a certainty but a duty. You're the motherfuckers in those old film reels executing civilians. "")"
"1316392206","2018-03-30","Firearm Deaths in U.S. from 2012 to 2016. Facts."
"132043654","2018-03-30","My fundraising shirt is one of 's staff picks! Bonfire has been a dream to work with and their site is helping me work on a cause I believe in. Win/win!"
"1320713611","2018-03-30","All I'm asking is that it becomes as difficult to purchase a gun in this country as it is for me to schedule a doctors appointment with my health insurance provider"
"132959512","2018-03-30","Conservatives want the kids to leave their guns alone & stop bullying each other instead. Yet 20 minutes later they are bullying these kids on social and the media...and they're ADULTS. WTF?"
"1338290012","2018-03-30","America's gun debate. Stay up to date with news on gun rights and gun control."
"1412064840","2018-03-30","Eric Holder Wants to  People about Guns"
"14187632","2018-03-30","This is why we can't take any of you   idiots seriously. Stop broadcasting your grotesque ignorance."
"1426335816","2018-03-30","_kasky Not all of us. I'm inspired by all of u for ur organization & some early success for common sense gun laws. I'm also embarrassed that we adults couldn't manage to handle this already.  managed to get 1 bill passed that expired after 10 yrs."
"1436555834","2018-03-30","Vice Chair calls for the repeal of . This extreme position only makes the discussion harder"
"1440658580","2018-03-30","For those who keep screaming  ban assault weapons here ya go... I'd say Stanford is reputable"
"14642711","2018-03-30","The only thing that will stop a bad guy with a constitutional amendment is a good guy with a constitutional amendment"
"1478462857","2018-03-30","Stop expecting these children to know anything about our . It's written in cursive,I don't think they can read it."
"14800483","2018-03-30","And you want hear anything about this from  because it will go against their  agenda. They didn't even march for  when the  killed all these people."
"148524657","2018-03-30","The  is ignoring every American calling for . Children are being killed in schools, innocent people are being shot by police, & too many are taking their own lives because we can't discuss comprehensive  in"
"148867097","2018-03-30","crap was not part of a state budget deal."
"150043315","2018-03-30","""Support  you child hating bigot!"" ...A parody message on behalf of the brown-shirts behind  &"
"1518714716","2018-03-30","_news Yes REALLY. If he was an ACTIVE Supreme Court justice then you would have a leg to stand on this argument but this means nothing, he means nothing. Remember we all have opinions(  rights)doesn't mean we're gonna change laws.  doesn't mean take away guns."
"15197290","2018-03-30","This is a NECESSARY part of the  conversation. Let's not forget POC have been protesting gun violence for a long time."
"15300023","2018-03-30","Oh hell no, . We will not allow you to favor the  over the people of Florida. Get ready for a fight."
"15373444","2018-03-30","China established  in 1935. From 1948 to 1952, over 20,000,000 political dissidents were rounded up and exterminated. They were unable to defend themselves."
"1541562954","2018-03-30","Seen a lot of  people telling gun owners to \""compromise\"" and agree to gun legislation. \""Compromise\"" means both sides get something. If we give up something, what are we getting in return? Nothing. Because  means full gun ban. That's your end goal."", "": \""Focus less on fear and more on facts.\"" Also David Hogg: \""The NRA is literally splattered in the blood of children! We need to march to PROTECT OUR LIVES! !\""   ""
)"
"15440629","2018-03-30","Even the 1st amendment has qualifications like not yelling FIRE in a crowded theater. It's time for"
"15557893","2018-03-30","."
"1555963590","2018-03-30","6 down, 6 to go."
"15596467","2018-03-30","How dare you wrap yourself in ""Holy Week,"" you sanctimonious little harridan. Your apology is all about MONEY."
"15736424","2018-03-30"," Not an expert, but doesn't the barrel rifling but the projectile into a spiral? It's for added accuracy. Similar to putting a spin on a football when throwing one.  is nonsense  is tyranny"", "" Even though our Right to keep and bear arms, isn't given to us by the Second Amendment.  is nonsense  is tyranny   "", ""  Nukes & Chemical weapons are ordinances, not bearable arms. Anyone can own a drone.  is nonsense  is tyranny"", 
"" So what is  then? It's government controlling the People's Right to keep and bear arms. No matter how much, it's still infringing. Speeding doesn't infringe on other People's Rights. Trespassing would.  is nonsense  is tyranny"", ""False choice fallacy. That trade off means giving up the Right of Liberty for a false sense of security. We know the results of such from history.  is nonsense  is tyranny"", "" _33  What about in 1482?  is nonsense  is tyranny"", 
"" Such as violence for self-defense/preservation?  is nonsense  is tyranny"", ""   So in other words, violating the Inherent Rights of Innocent People to keep and bear arms just because a criminal might misuse the same tool is ok with you?  is nonsense  is tyranny"")"
"1579242810","2018-03-30","_kasky Thank YOU for starting a movement for .     "", ""  We all owe you thanks for using your pain to speak out against  and starting a movement for better      "")"
"1583986518","2018-03-30","Hai Wang, a  immigrant in  writes that many in his community support some  but carry guns for their own safety."
"15950681","2018-03-30","Focusing on people of color will help the  movement reach new heights."
"1606029594","2018-03-30","This is a bit of a long read, but worth it.Using the Brady campaign information shows more  results in more death.    "", "" isn't about controlling  it's about control. When the people have no guns, the government still has them. Do you really think they can be trusted? Man you're fools. History repeats itself because fools believe they are too smart to let it happen again."")"
"1608283824","2018-03-30","The DNC is running the  campaign just like they ran Hillary's campaign. Same tone-deaf, overly sensitive privileged white bully with absolutely no solid arguments and no real credibility. 100% scripted. Prolly using the same consultants & strategy experts."
"16155872","2018-03-30","Upgraded to a biometric vault. Now you'll have to cut off my finger to get in. My form of gun control.    "", ""The leftist argument defies logic to begin with. The hypocrisy and the selective outrage is sickening at best. The numbers below is one city in 3 months, Not talking about it, no outrage, certainly no march. Don't talk Parkland if you don't include this.  "", ""Why we loath you . Can you be more disingenuous? Can you be more of a hypocrite. So you get security and we're on our own? Can you be more ignorant, because I'd bet money your security isn't carrying revolvers.   ""
)"
"16185983","2018-03-30","_p_hamilton  We have every method of  imaginable but the rate of killing the unborn has not decreased. We live in year 2018, abortion should be so rare it's done in hospitals. However some are sure more  will reduce gun deaths."
"161875839","2018-03-30","Sadly, students are exploited by ppl who don't care how it effects their lives. Bad PR, can't win looking like radicals. Even KKK know to not debate destroys credibility.  data: 88% not there on  .90% over age18. Rhetoric & mannerisms big turn-off."
"16197772","2018-03-30","Oh sure ... nobody's calling for repeal of the 2nd Amendment. Except when they ARE. Hey Chris Cuomo ... wanna make some adjustments to your delusion?  "", ""Dear : Take a lesson from \""Cindy Sheehan. You'll probably have to Google that.   "")"
"16289503","2018-03-30","THE WISEST WORDS I'VE HEARD ON THIS ISSUE \""Americans, I'm watching the  protests from Italy. Take a European's advice: Last century our governments disarmed us. Now, in Germany & the UK they arrest you..."", ""THE WISEST WORDS I'VE HEARD ON THIS ISSUE TO DATE \""Americans, I'm watching the  protests from Italy. Take a European's advice: Last century our governments disarmed us. Now, in Germany & the UK they..."", ""THE WISEST WORDS I'VE HEARD ON THIS ISSUE \""Americans, I'm watching the  protests from Italy. Take a European's advice: Last century our governments disarmed us. Now, in Germany & the UK they arrest...""
)"
"1640132880","2018-03-30","I am sick of the  debate. Let's put all the people with guns on one side and all the people without guns on the opposite side. Then let's see who wins. No? That's exactly what happens when citizens can't protect themselves."
"16479595","2018-03-30","I don't see a problem with mandatory gun use certification training and liability insurance for gun owners. We need to be certified or licensed for just about anything else."
"1649262163","2018-03-30","I don't think it's a coincidence that the majority of anti-gun control posts I see on the internet are also completely illiterate and nonsensical.      and  don't mean"
"166059782","2018-03-30","Guns don't kill people, toddlers do. Right? Oh I know, If only that 7 month old baby had a gun this would never have happened. Cool. Got it."
"1668109656","2018-03-30","   A BOOMERS extra (c) stevenn beck, here's PUBLIC ENEMY * FOLLOW ON FB, INSTAGRAM + TWITTER!           "", ""A BOOMERS extra (c) stevenn beck, here's PUBLIC ENEMY * FOLLOW ON FB, INSTAGRAM + TWITTER!           "", ""A BOOMERS extra (c) stevenn beck, here's ALIEN NATION * FOLLOW ON FB, INSTAGRAM + TWITTER!           "", 
""BOOMERSabout the generation that was gong to \""change the world\"" - + INSTEAD gave us DONALD TRUMP! CHECK OUT BOOMERS and PLS \""SPREAD THE WORD!\""            "", ""BOOMERSabout the generation that was gong to \""change the world\"" - + INSTEAD gave us DONALD TRUMP! CHECK OUT BOOMERS and PLS \""SPREAD THE WORD!\""            "", 
""A BOOMERS extra (c) stevenn beck, here's LOVE OF THE GAME * FOLLOW ON FB, INSTAGRAM + TWITTER!           "", ""A BOOMERS extra (c) stevenn beck, here's SELF-ABSORBED * FOLLOW ON FB, INSTAGRAM + TWITTER!           "", ""TODAY'S BOOMERS (c) stevenn beck, here's GUT REACTION * FOLLOW ON FB, INSTAGRAM + TWITTER!           "", 
""A BOOMERS extra (c) stevenn beck, here's LAST LAUGH * FOLLOW ON FB, INSTAGRAM + TWITTER!           "", ""MISS yesterday's BOOMERS? (c) stevenn beck, here's OPENING DAY * FOLLOW ON FB, INSTAGRAM + TWITTER!           "", ""TODAY'S BOOMERS (c) stevenn beck, here's OPENING DAY * FOLLOW ON FB, INSTAGRAM + TWITTER!           "", 
""A BOOMERS extra (c) stevenn beck, here's SOME LIKE IT HOT * FOLLOW ON FB, INSTAGRAM + TWITTER!           "", ""BOOMERSabout the generation that was gong to \""change the world\"" - + INSTEAD gave us DONALD TRUMP! CHECK OUT BOOMERS and PLS \""SPREAD THE WORD!\""            "", ""A BOOMERS extra (c) stevenn beck, here's SHOW ME THE MONEY * FOLLOW ON FB, INSTAGRAM + TWITTER!           ""
)"
"16709048","2018-03-30","The scandal of the police shooting of  is all over the media. Let's blow this up, and make it a national debate and protest, against police brutality, not forgetting the obvious connection with the pro- protests."
"16824117","2018-03-30","Dear officers, why did you shoot Stephon Clark in the back? Did you think one of his farts would kill you?"
"169108727","2018-03-30","BULLET POINTS about the NONSENSICAL RIFLE ASSOCIATION: The world laughs over  inaction in America brought to you by the  and  |"
"169585473","2018-03-30","I am going to suggest the name \""BoreMe Daniels\"" would work well for him. .         "", ""       "")"
"17052001","2018-03-30","As the students of  take the world stage to demand stricter gun laws, many people in the Jackson metro area recall that 20 years ago, Rankin County had its own high-profile school shooting."
"1716488826","2018-03-30","can either of you 2 outline the exact line in bill C-17 that would have prevented this shooting."
"17423305","2018-03-30","   Hey  please vote for this woman "", ""We demand your support against the  thugs. Please get involved.  _cook           via "")"
"174308661","2018-03-30","Probably why they push planned parenthood look at all these dumbass kids."
"174866706","2018-03-30","  "", "": Why do you need a gun? who are you afraid of? Me: why do we need ?  Because crazy people are getting guns and killing innocent people. Me:"")"
"175386442","2018-03-30","_SierraWhiskee Can't wait till they get pulled over for drinking and driving. It'll happen, just you watch. We're gonna march for ""Make DUI/DWI illegal""...Sounds about right compared to the children's parade.. Oopps... march for"
"175711368","2018-03-30","doesn't care about your APOLOGIES just like he doesn't care about your THOUGHTS & PRAYERS. He cares about your inaction on  & the fact that you know better yet STILL CHOOSE not to act no matter how much ."
"17605914","2018-03-30","ICYMI: Here's my interview with  in which she talked about    the  and the important role of local broadcasters in our communities."
"17664609","2018-03-30","Your Second Amendment will always start with A. W E L L. R E G U L A T E D. M I L I T I A.  A WELL REGULATED MILITIA A Well Regulated Militia A well REGULATED militia A well regulated militia is REGULATED, WELL.  =  means to REGULATE"
"17793105","2018-03-30","_33    He just has the same tired old  nonsense (AKA ). Nothing new, just another \""share blue\"" nobody."", ""   The clown is still begging for attention. Amusing. What a staggering presence, with 16 followers. As if anyone cares about his presence.  "", 
""   But it DOES do a nice job of exposing  nonsense (AKA ) as nothing but a disarmist agenda We have ethics and SCOTUS rulings Gun grabbers have impotent insults and whining"")"
"18080729","2018-03-30","Why Focusing on  Will Help the Movement for  Succeed"
"180910851","2018-03-30","Just proves that there's more sick amongst us than we realize, that's why EVERYONE should continue to SPEAK UP and SPEAK OUT! This is not a game at the arcade, it's reality!"
"18122583","2018-03-30","Tue 28 Nov 2017 After Puls Nightclub Shooting House Democrats end  sit-in after 26 hours : ...""The collective demand for a vote on measures to..."
"184208116","2018-03-30","hey Emma. This meme has been traveling around some pro- internet forums. Can you confirm for us that it's a fake? Thanks!"
"18616313","2018-03-30","Kids around the world wish they had the same power to change the world they live in.        _kasky"
"18623955","2018-03-30","Sorry, Despite Gun-Control Advocates' Claims, U.S. Isn't The Worst Country For Mass Shootings |"
"1867978148","2018-03-30","Quit trying to silence our generation simply because you disagree."
"1879644984","2018-03-30","The truth hurts the anti-gun agenda, because the FACTS just do not follow their lies. Of 43 Mass shootings from 2012-2016, only 6 were with a rifle. 0.2% of firearms deaths were in mass shootings. WAKE UP AMERICA YOUR BEING LIED TO!"
"18985345","2018-03-30","Good article. ""gun-rights proponents have a reasonable and commonsense suspicion that the real goal is to do away with most or all gun rights."""
"191702150","2018-03-30","The  has arrived     There coming for your guns, just look the  did"
"19213538","2018-03-30","Statistics 2000-2016. So not even counting the madness in 2017 which is 457 incidents!!! Ridiculous!!!"
"1923381960","2018-03-30","You control them with both hands until you become proficient enough to control them one handed."
"192818148","2018-03-30","I'm a 90's baby and I'm a Little Bit Scared. Thank you everyone for all the beautiful messages about this song If you haven't seen the video yet, the link is in my bio."
"193590938","2018-03-30","SOCIETY IS TO BLAME"
"19417492","2018-03-30","Seventh-Grade Assignment: Write Letters to Lawmakers Begging for"
"19431887","2018-03-30","People saying walk up not walk out are now bullying the survivors who have been speaking publicly. I estimate another 5-10 years of argumentative bullshit before we can have an adult conversation about gun control."
"1945668452","2018-03-30","Anti-Gun Florida Student Admits To Bullying School Shooter       via "", ""Privileged Whites Leave Inner-City Minorities Defenseless With Gun Control Push     via "")"
"196957960","2018-03-30","Lack of  at its finest."
"1976757446","2018-03-30","Two Student victims of the  with totally different opinions on  but you only hear about the Liberal opinion"
"199058038","2018-03-30","Read this excellent  article on one of the worldviews at play in the gun control debate."
"20195619","2018-03-30","On this  remembering President Ronald Reagan who was shot 37 years ago today."
"202784976","2018-03-30","Ideology has to be tempered with common sense and reasoning one issue at a time. Some gun restrictions make sense. Ideology is helpful but keep your brain turned on."
"203650771","2018-03-30","Dude IDK where u got that poll,here is  w/  that maj of gun owners or not favor stronger, sane gun laws! Citizens are law abiding until they ARE NOT and kill 54 in Vegas & more.  issue:  +reversing the"
"205909943","2018-03-30","Although we've been distracted lately with  debates,  &  on every  news show, let us never forget that we have an enemy (who wants us dead) slowly infiltrating  through the guise of"
"206045226","2018-03-30","I know I'm just Teppy. A girl born in Texas, raised in Vegas, proud to be on the right side of history or should I say ."
"20623400","2018-03-30","But oh so true!"
"20702013","2018-03-30","  we ALREADY have massive  laws we do not need more Murder being already illegal, as it should be Does not mean we need to ban every possible implement that could be used to commit murder"", ""               "", ""        "", 
""          "", ""_guttenberg won huh? I don't see any new  laws In fact, have you educated yourself yet on the laws we ALREADY have?"")"
"20790645","2018-03-30","\""Kai Koerber, 17, returned to a campus swarming with police officers. To him, extra cops around doesn't mean more people to protect him; it means more chances to become a victim of police brutality.\""     "", ""More Zionist propaganda from . Did Nikolas Cruz \""clash with\"" the students he slaughtered? This is a cold-blooded massacre in service of Israel's ongoing project of ethnic cleansing.      "", 
""These are neither \""clashes\"" nor \""confrontations\"", . You don't describe a mass shooter as \""clashing with\"" or \""confronting\"" his targets. This is a terrorist attack by Israel's military.      "", ""The Zionist project of genocide and ethnic cleansing continues.      "")"
"20889358","2018-03-30","And Progressive fascists call Trump Hitler???  Head of  Democrat Party  calls for repeal of the Second Amendment."
"20998770","2018-03-30","Machete control? They should ban those Knives of war...     Oh, these stupid ass Progressives misspelt  , since they think they win Twitter arguments by becoming our Twitter editors"
"211445666","2018-03-30","Anybody else buy an  with nothing but somebody else's business card? Happened to me 3 times last week."
"21159425","2018-03-30","While  is rejected By 4 colleges to which he applied and whines about it on 3/29/18,heaven forbid your the one explaining to him how any \""buy one,get one free coupon\"" works when he refuses to spend money.But looks for handouts.Poor liberal child. "", ""Trolls can be cute in animated movies on 3/29/18.But these crazed   trolls are uglier than the inside of \""Shrek's toilet\"". "")"
"21272853","2018-03-30","_No_Clue_x  He is not perfect, never said that, we are all flawed. David's efforts to take on gun laws, the NRA and Congress is AMAZING. A kid caring about the future of the world and the safety of kid. Say what did you do after Sandy Hook?"
"21441930","2018-03-30","DNC exec Karen Carter Peterson just called for a repeal of the    ."
"215108502","2018-03-30","are the real heroes in this political mix. The  lost their spines to the almighty buck decades ago. Now, thanks to  they've lost their integrity & morality as well. The party, as it stands now, is dead."
"215762606","2018-03-30","US homicides have dropped 39% in the last 18 years Non fatal gun crimes also dropped 69% in the same period I know right! But how many crimes are STOPPED by armed CITIZENS each year? This is NOT including police"
"2163751280","2018-03-30","doesn't mean taking all of the guns some folks need to relax just give up the ARs nobody needs to be strapped like it's WW3"
"21734558","2018-03-30","Ah, the smell of dishonest, desperate, blasphemous bullshit in the morning. Smells like... victory."
"218199977","2018-03-30","My daughter is a 4th grader. She knows governments cannot handle anything in a consistent way bc the nature of the business is that the bosses change periodically, causing a complacent environment. Laws should be in place to cover this loophole."
"21961093","2018-03-30","Seriously, we're still doing bathroom bills? Actual children are being murdered in our schools regularly, but screw  let's make sure they're safe from the imaginary scourge of trans people, stat!"
"2196387060","2018-03-30","""17 LIVES""        . Portion of the sales of these t-shirts go to Stoneman Douglas Victims Fund. To see other designs please visit:"
"2200771147","2018-03-30"," fuhgeddaboudit..... David and his mafia have lost the  message with his own off the topic rhetoric."", ""   He's lost his Gun Control message. He's now the Parkland Mafia. If they don't like or believe in what you do you're twitter toast.  isn't changing anything. He's preaching hate & professing he wants love. Good grief.... fuhgeddaboudit his message is lost "")"
"220159201","2018-03-30"," If  advocates could go back in time and smuggle fully automatic assault rifles to Indians in the trail of tears, would they?"", ""Hey  advocates. A question. If you could go back in time and smuggle fully automatic assault rifles to Indians in the trail of tears, would you?"")"
"221546544","2018-03-30","Gun Control Reducing Violent Crime or Insanity   "", ""Warning: Strategies Progressives Use for Instituting   "")"
"22194854","2018-03-30","A student called his congressman to ask for  and was suspended for cursing. Apparently, Congressman  doesn't believe in . The / is on the case though."
"2227799814","2018-03-30","Are the rights in the  absolute, or should limits apply as they do for the rest of the Bill of Rights?  "", ""The LATEST Thinking: A few select high school kids lived through a school shooting and are now voicing their opinions about gun policy. A lot of people hate them for that and are being equally as vocal about it.  "")"
"224237690","2018-03-30","Children outraged by gun violence in Rhode Island? More like a 'paid fellowship'             _Republican   _Radio"
"224787540","2018-03-30","Although hammers and things like hammers exceed the rifles, they are far less than handguns, which are the most popular weapon of choice, by a wide margin. Be careful about what you read, and go to the source. Also, the main discussion about  is MASS SHOOTINGS"
"22781012","2018-03-30"," Handler Sounds Off On The  Teens And  -A   &  -          "", "" Ripped On  4 Hiding Behind  In ' '  -        ""
)"
"2279363005","2018-03-30","Coming up at 9 pm ET here on  -- our special coverage of a conversation between  and Penn's . They discuss    and more!"
"228232630","2018-03-30","I wonder if  has selected the designs for his hitler youth corps uniforms. He, the progressives and the media are probably already working on plans for the concentration/extermination camps where they are going to send law abiding gunowners"
"2288526260","2018-03-30","is rooted in racism."
"22974016","2018-03-30","Funny how  is acting opposite if what he claims he wants, complains and calls for boycotts when held by media scrutiny. Kind of like another child we know. There is no more disengenous person in the  movement. Pathetic."
"22993266","2018-03-30","Did you speak out when children were being slaughtered by the US drone program under the Obama administration? Also, you speak as if you know that  would work. Do you know anything about the topic? : learn it and use it."
"233414567","2018-03-30","Appreciated the opportunity to share my thoughts on this  story. ""Tracking Changes In North Carolina Gun Culture"""
"2360186622","2018-03-30","When has a gun ever hurt anyone?"
"2367529184","2018-03-30","I think the undeniable and sad truth is that these kids have every right to feel this way about an elevated police presence at their school. This is why any real solution on  needs to include  . The answer to this awful problem can't be more guns."
"23734922","2018-03-30","_33 And you clearly missed the point of this meme. It's pointing out that guns are more important than human lives to your type of gun owners.  "", ""Thank you!! Your response is a perfect illustration of the problem. So nice of you to provide a example of the mentality of NRA supporters and members.      "")"
"239166026","2018-03-30","Can you explain to me why people are marching about  and protecting our children when we openly allow sexual predators in schools and don't discuss the mass problem????!! Parents, you need to pay attention to your child and quit trusting public schools for safety"
"24004171","2018-03-30","Hey  people who are calling to . I have a question for you! Is this a ""AR15"" or ""assault rifle?"""
"24057916","2018-03-30","attacking  and spreading lies. Do not let them get away with is.   foes not mean repeal   lies"
"241241150","2018-03-30","The  has proposed to ban & destroy all . Read the published document here and leave feedback for the"
"2419585452","2018-03-30","I'm actually waiting for the gun control advocates to take the matter before the Supreme Court for their judgement on whether the 2nd Amendment should be repealed or changed...hell, they have reinterpreted so many in the past to suit the occassions"
"2420472607","2018-03-30","I don't have the stomach to discuss gun reform with strangers. My votes will have to do my talking for me."
"24430630","2018-03-30","Lol I was called a ""snowflake"" because I'm anti spanking kids and supportive of . Thank you for the compliment stranger, I'm happy to be on the right side of history!"
"246756111","2018-03-30","whatcha got to say now that the Europeans agree that it was a dumb move?"
"247196798","2018-03-30","is prime example of the oxymoronic irony that to discover the most worthy 's is by finding the ones most blotted out by tiny armies of paid & or ideologically weaponized trolls that totally defeat using this platform's utility as a social discourse for"
"2479607264","2018-03-30","Very well argued, and has spurred me to rethink some of my stances on ."
"2490088512","2018-03-30","Anti-Gun Florida Student Admits To  School Shooter -     "", ""Privileged Whites Leave Inner-City Minorities Defenseless With Gun Control Push -    "")"
"2500587222","2018-03-30"," Refuses To Accept Laura Ingraham's Apology, Instead ..Demands Them To Denounce the Network For Not Buying Into His Hitler Ideology And Giving Airtime To   Agenda .."", "" That  Was Bullied For Years Until He Cracked And Went On A Deadly Shooting Spree, By The Same Kids That Are Pushing For  On The News.. Shouldn't  Be Reporting On This?"")"
"250486502","2018-03-30","Automatic riffles for $99 at  in St. Charles Town center in Maryland I thought  announced stop selling guns"
"25143586","2018-03-30","Thank you Vermont House!     &Reform"
"2515090830","2018-03-30","People are worry about  . S***. I'm worry about making my child support payment on time ."
"2516702406","2018-03-30","Thank you  for tackling  and !"
"252888063","2018-03-30","Whether I agree or disagree with you on  is besides the point...you are a lowlife for bringing this content into the discussion."
"253075860","2018-03-30","Stoking fear is their Expertise No one wants to ban 2A People want reasonable measures put in place to reduce mass shootings with normal ID and criminal history checks and banning military grade weapons like the AR15 which are the preferred choice of mass murderers"
"2564408607","2018-03-30","is all about control...    etc."
"25854575","2018-03-30","Important principles May and must be inflexible. Your philosophy put its trust in People. So, you insist on individuals being responsible for their actions. ~Abraham Lincoln"
"258809606","2018-03-30","3) Regarding  The  and it's supporters stand to lose a sense of security and national identity.  advocates would gain a sense of security. Both feel their side offers the best protection. The cost:  and weapons makers lose money and influence."
"259121785","2018-03-30","What have U done 4  2 stop  IN R  & Streets??"
"2598996253","2018-03-30","parody  - Is it Wrong?   bloggers"
"261485361","2018-03-30","So tired of the lame excuse that criminals will gets guns any way so no point in changing the law"
"2616209796","2018-03-30","For the thousands of  who may not know, the AR15 rifle is NOT an assault rifle, & NOT an automatic rifle. It's a brand name: Armalite Rifle. Assault is an action, NOT an object."
"26211082","2018-03-30","Retired U.S. Supreme Court Justice John Paul Stevens suggested that students who participated in last Saturday's  rallies should demand more than just  legislationthey should demand that the Second Amendment be repealed."
"262388466","2018-03-30","The ungracious little twit refuses to accept Ingraham's apology. He's right about one thing - he IS the future of radical Progressivism. Bad mannered. Hateful. Ignorant."
"265140620","2018-03-30","_kasky He ceased being a kid when Nikolas Cruz opened fire."
"271275775","2018-03-30","_kasky No, clearly the shooter showed up at the school and just threw the bullets at people really hard. Guns don't kill people. People with guns kill people."
"2720811","2018-03-30","::quiltr:: Mini Stay-Cation --"
"2738151499","2018-03-30","I refuse to debate  with people who have no problem killing babies. ~"", ""I'm just gonna leave this here.... "")"
"27514510","2018-03-30","Wow! Heartbreaking figure. We have so much work to do...."
"275336189","2018-03-30","6 REASONS GUN CONTROL WILL NOT SOLVE MASS KILLINGS      "", ""WHERE'S THE COMMON SENSE IN 'COMMON SENSE' GUN LAWS?       "")"
"276695591","2018-03-30","You & Cameron & Emma & Ryan & your friends are doing a fantastic, historic job in injecting some decency & common sense at a fraught & dangerous moment in American history. You must be tired but keep going for all our sakes. Sorry it is isn't adults leading the way."
"27726572","2018-03-30","I could not agree with you more, my wise, brave young friend. Please be kind to yourself and know that you have the support of MILLIONS who are impressed beyond belief by your courage and wisdom."
"27795092","2018-03-30","The spell Expeliarmus (disarming the threat) was acceptable and used often. Avada Kadavra (the killing curse) was considered unforgivable. Let's call it...Common sense wand control. Read a book, please."
"2780550287","2018-03-30","3. The AR-15 has been used in countless self-defense situations and is becoming the most popular home defense rifle because contrary to  propaganda, it is actually less likely to go through a home invader and kill your neighbor down the street."
"2790974808","2018-03-30","Complete indoctrination..."
